minute_start_utc,in_count,out_count,occupancy_end
2026-01-15T17:04:00Z,15,11,439
2026-01-15T17:05:00Z,15,14,440
2026-01-15T17:06:00Z,11,11,440
2026-01-15T17:07:00Z,13,6,447
2026-01-15T17:08:00Z,9,9,447
2026-01-15T17:09:00Z,9,11,445
2026-01-15T17:10:00Z,12,9,448
2026-01-15T17:11:00Z,15,9,454
2026-01-15T17:12:00Z,15,10,459
2026-01-15T17:13:00Z,10,12,457
2026-01-15T17:14:00Z,21,3,475
2026-01-15T17:15:00Z,10,9,476
2026-01-15T17:16:00Z,15,7,484
2026-01-15T17:17:00Z,19,10,493
2026-01-15T17:18:00Z,14,10,497
2026-01-15T17:19:00Z,18,9,506
2026-01-15T17:20:00Z,11,8,509
2026-01-15T17:21:00Z,19,4,524
2026-01-15T17:22:00Z,12,9,527
2026-01-15T17:23:00Z,18,10,535
2026-01-15T17:24:00Z,12,7,540
2026-01-15T17:25:00Z,10,11,539
2026-01-15T17:26:00Z,13,9,543
2026-01-15T17:27:00Z,7,8,542
2026-01-15T17:28:00Z,11,7,546
2026-01-15T17:29:00Z,10,14,542
2026-01-15T17:30:00Z,15,11,546
2026-01-15T17:31:00Z,9,13,542
2026-01-15T17:32:00Z,12,9,545
2026-01-15T17:33:00Z,15,9,551
2026-01-15T17:34:00Z,12,10,553
2026-01-15T17:35:00Z,14,13,554
2026-01-15T17:36:00Z,10,8,556
2026-01-15T17:37:00Z,14,12,558
2026-01-15T17:38:00Z,12,14,556
2026-01-15T17:39:00Z,12,6,562
2026-01-15T17:40:00Z,11,13,560
2026-01-15T17:41:00Z,9,9,560
2026-01-15T17:42:00Z,10,15,555
2026-01-15T17:43:00Z,17,13,559
2026-01-15T17:44:00Z,17,10,566
2026-01-15T17:45:00Z,10,12,564
2026-01-15T17:46:00Z,9,4,569
2026-01-15T17:47:00Z,13,12,570
2026-01-15T17:48:00Z,9,7,572
2026-01-15T17:49:00Z,11,8,575
2026-01-15T17:50:00Z,12,7,580
2026-01-15T17:51:00Z,13,14,579
2026-01-15T17:52:00Z,17,6,590
2026-01-15T17:53:00Z,10,6,594
2026-01-15T17:54:00Z,10,8,596
2026-01-15T17:55:00Z,15,8,603
2026-01-15T17:56:00Z,15,10,608
2026-01-15T17:57:00Z,10,8,610
2026-01-15T17:58:00Z,19,9,620
2026-01-15T17:59:00Z,15,8,627
2026-01-15T18:00:00Z,13,8,632
2026-01-15T18:01:00Z,16,6,642
2026-01-15T18:02:00Z,8,3,647
2026-01-15T18:03:00Z,16,13,650
2026-01-15T18:04:00Z,15,15,650
2026-01-15T18:05:00Z,13,9,654
2026-01-15T18:06:00Z,11,12,653
2026-01-15T18:07:00Z,12,9,656
2026-01-15T18:08:00Z,14,13,657
2026-01-15T18:09:00Z,16,8,665
2026-01-15T18:10:00Z,12,6,671
2026-01-15T18:11:00Z,16,14,673
2026-01-15T18:12:00Z,13,12,674
2026-01-15T18:13:00Z,16,12,678
2026-01-15T18:14:00Z,14,10,682
2026-01-15T18:15:00Z,6,6,682
2026-01-15T18:16:00Z,11,13,680
2026-01-15T18:17:00Z,17,10,687
2026-01-15T18:18:00Z,13,8,692
2026-01-15T18:19:00Z,15,14,693
2026-01-15T18:20:00Z,12,12,693
2026-01-15T18:21:00Z,7,6,694
2026-01-15T18:22:00Z,8,10,692
2026-01-15T18:23:00Z,12,9,695
2026-01-15T18:24:00Z,12,8,699
2026-01-15T18:25:00Z,13,13,699
2026-01-15T18:26:00Z,14,2,711
2026-01-15T18:27:00Z,13,10,714
2026-01-15T18:28:00Z,11,7,718
2026-01-15T18:29:00Z,14,10,722
2026-01-15T18:30:00Z,13,17,718
2026-01-15T18:31:00Z,15,10,723
2026-01-15T18:32:00Z,16,6,733
2026-01-15T18:33:00Z,14,10,737
2026-01-15T18:34:00Z,9,10,736
2026-01-15T18:35:00Z,16,10,742
2026-01-15T18:36:00Z,13,13,742
2026-01-15T18:37:00Z,17,15,744
2026-01-15T18:38:00Z,17,12,749
2026-01-15T18:39:00Z,12,10,751
2026-01-15T18:40:00Z,13,15,749
2026-01-15T18:41:00Z,12,5,756
2026-01-15T18:42:00Z,16,10,762
2026-01-15T18:43:00Z,16,14,764
2026-01-15T18:44:00Z,12,11,765
2026-01-15T18:45:00Z,7,14,758
2026-01-15T18:46:00Z,13,8,763
2026-01-15T18:47:00Z,22,12,773
2026-01-15T18:48:00Z,16,10,779
2026-01-15T18:49:00Z,14,8,785
2026-01-15T18:50:00Z,15,13,787
2026-01-15T18:51:00Z,14,13,788
2026-01-15T18:52:00Z,10,6,792
2026-01-15T18:53:00Z,16,10,798
2026-01-15T18:54:00Z,16,6,808
2026-01-15T18:55:00Z,17,9,816
2026-01-15T18:56:00Z,6,9,813
2026-01-15T18:57:00Z,15,8,820
2026-01-15T18:58:00Z,11,8,823
2026-01-15T18:59:00Z,10,12,821
2026-01-15T19:00:00Z,12,5,828
2026-01-15T19:01:00Z,15,6,837
2026-01-15T19:02:00Z,14,7,844
2026-01-15T19:03:00Z,12,7,849
2026-01-15T19:04:00Z,14,11,852
2026-01-15T19:05:00Z,15,12,855
2026-01-15T19:06:00Z,13,6,862
2026-01-15T19:07:00Z,12,9,865
2026-01-15T19:08:00Z,15,7,873
2026-01-15T19:09:00Z,8,9,872
2026-01-15T19:10:00Z,13,12,873
2026-01-15T19:11:00Z,9,9,873
2026-01-15T19:12:00Z,13,9,877
2026-01-15T19:13:00Z,13,8,882
2026-01-15T19:14:00Z,15,12,885
2026-01-15T19:15:00Z,12,11,886
2026-01-15T19:16:00Z,17,12,891
2026-01-15T19:17:00Z,13,5,899
2026-01-15T19:18:00Z,13,9,903
2026-01-15T19:19:00Z,13,10,906
2026-01-15T19:20:00Z,13,6,913
2026-01-15T19:21:00Z,10,10,913
2026-01-15T19:22:00Z,19,12,920
2026-01-15T19:23:00Z,16,16,920
2026-01-15T19:24:00Z,10,9,921
2026-01-15T19:25:00Z,14,13,922
2026-01-15T19:26:00Z,11,8,925
2026-01-15T19:27:00Z,13,14,924
2026-01-15T19:28:00Z,11,6,929
2026-01-15T19:29:00Z,7,7,929
2026-01-15T19:30:00Z,11,11,929
2026-01-15T19:31:00Z,18,11,936
2026-01-15T19:32:00Z,12,10,938
2026-01-15T19:33:00Z,10,7,941
2026-01-15T19:34:00Z,8,10,939
2026-01-15T19:35:00Z,9,5,943
2026-01-15T19:36:00Z,11,10,944
2026-01-15T19:37:00Z,11,8,947
2026-01-15T19:38:00Z,16,10,953
2026-01-15T19:39:00Z,7,16,944
2026-01-15T19:40:00Z,17,10,951
2026-01-15T19:41:00Z,15,10,956
2026-01-15T19:42:00Z,13,11,958
2026-01-15T19:43:00Z,12,8,962
2026-01-15T19:44:00Z,14,11,965
2026-01-15T19:45:00Z,9,4,970
2026-01-15T19:46:00Z,11,14,967
2026-01-15T19:47:00Z,12,7,972
2026-01-15T19:48:00Z,8,11,969
2026-01-15T19:49:00Z,8,9,968
2026-01-15T19:50:00Z,11,6,973
2026-01-15T19:51:00Z,11,10,974
2026-01-15T19:52:00Z,9,7,976
2026-01-15T19:53:00Z,11,13,974
2026-01-15T19:54:00Z,11,11,974
2026-01-15T19:55:00Z,6,11,969
2026-01-15T19:56:00Z,23,19,973
2026-01-15T19:57:00Z,15,13,975
2026-01-15T19:58:00Z,12,10,977
2026-01-15T19:59:00Z,16,16,977
2026-01-15T20:00:00Z,6,12,971
2026-01-15T20:01:00Z,12,10,973
2026-01-15T20:02:00Z,7,12,968
2026-01-15T20:03:00Z,10,12,966
2026-01-15T20:04:00Z,11,20,957
2026-01-15T20:05:00Z,6,9,954
2026-01-15T20:06:00Z,6,16,944
2026-01-15T20:07:00Z,11,9,946
2026-01-15T20:08:00Z,8,12,942
2026-01-15T20:09:00Z,7,13,936
2026-01-15T20:10:00Z,8,11,933
2026-01-15T20:11:00Z,2,8,927
2026-01-15T20:12:00Z,6,16,917
2026-01-15T20:13:00Z,5,9,913
2026-01-15T20:14:00Z,5,9,909
2026-01-15T20:15:00Z,8,6,911
2026-01-15T20:16:00Z,9,5,915
2026-01-15T20:17:00Z,8,13,910
2026-01-15T20:18:00Z,6,9,907
2026-01-15T20:19:00Z,10,11,906
2026-01-15T20:20:00Z,7,7,906
2026-01-15T20:21:00Z,6,11,901
2026-01-15T20:22:00Z,6,15,892
2026-01-15T20:23:00Z,6,8,890
2026-01-15T20:24:00Z,4,6,888
2026-01-15T20:25:00Z,13,9,892
2026-01-15T20:26:00Z,8,7,893
2026-01-15T20:27:00Z,9,14,888
2026-01-15T20:28:00Z,10,15,883
2026-01-15T20:29:00Z,7,12,878
2026-01-15T20:30:00Z,9,9,878
2026-01-15T20:31:00Z,10,21,867
2026-01-15T20:32:00Z,3,10,860
2026-01-15T20:33:00Z,6,16,850
2026-01-15T20:34:00Z,6,11,845
2026-01-15T20:35:00Z,9,15,839
2026-01-15T20:36:00Z,5,8,836
2026-01-15T20:37:00Z,12,11,837
2026-01-15T20:38:00Z,8,16,829
2026-01-15T20:39:00Z,8,16,821
2026-01-15T20:40:00Z,6,7,820
2026-01-15T20:41:00Z,8,3,825
2026-01-15T20:42:00Z,8,15,818
2026-01-15T20:43:00Z,5,14,809
2026-01-15T20:44:00Z,4,16,797
2026-01-15T20:45:00Z,5,12,790
2026-01-15T20:46:00Z,7,8,789
2026-01-15T20:47:00Z,11,9,791
2026-01-15T20:48:00Z,5,13,783
2026-01-15T20:49:00Z,6,11,778
2026-01-15T20:50:00Z,11,8,781
2026-01-15T20:51:00Z,8,9,780
2026-01-15T20:52:00Z,7,14,773
2026-01-15T20:53:00Z,6,11,768
2026-01-15T20:54:00Z,8,13,763
2026-01-15T20:55:00Z,8,12,759
2026-01-15T20:56:00Z,8,10,757
2026-01-15T20:57:00Z,11,4,764
2026-01-15T20:58:00Z,11,17,758
2026-01-15T20:59:00Z,8,14,752
2026-01-15T21:00:00Z,6,11,747
2026-01-15T21:01:00Z,5,11,741
2026-01-15T21:02:00Z,6,9,738
2026-01-15T21:03:00Z,8,6,740
2026-01-15T21:04:00Z,7,10,737
2026-01-15T21:05:00Z,11,8,740
2026-01-15T21:06:00Z,5,14,731
2026-01-15T21:07:00Z,9,10,730
2026-01-15T21:08:00Z,12,12,730
2026-01-15T21:09:00Z,9,13,726
2026-01-15T21:10:00Z,10,6,730
2026-01-15T21:11:00Z,8,15,723
2026-01-15T21:12:00Z,5,14,714
2026-01-15T21:13:00Z,11,11,714
2026-01-15T21:14:00Z,9,11,712
2026-01-15T21:15:00Z,12,14,710
2026-01-15T21:16:00Z,6,16,700
2026-01-15T21:17:00Z,9,9,700
2026-01-15T21:18:00Z,7,7,700
2026-01-15T21:19:00Z,6,9,697
2026-01-15T21:20:00Z,8,9,696
2026-01-15T21:21:00Z,7,10,693
2026-01-15T21:22:00Z,7,5,695
2026-01-15T21:23:00Z,7,13,689
2026-01-15T21:24:00Z,7,9,687
2026-01-15T21:25:00Z,8,11,684
2026-01-15T21:26:00Z,5,15,674
2026-01-15T21:27:00Z,6,11,669
2026-01-15T21:28:00Z,8,9,668
2026-01-15T21:29:00Z,3,11,660
2026-01-15T21:30:00Z,7,6,661
2026-01-15T21:31:00Z,21,15,667
2026-01-15T21:32:00Z,9,14,662
2026-01-15T21:33:00Z,7,13,656
2026-01-15T21:34:00Z,6,10,652
2026-01-15T21:35:00Z,8,5,655
2026-01-15T21:36:00Z,8,9,654
2026-01-15T21:37:00Z,7,4,657
2026-01-15T21:38:00Z,7,9,655
2026-01-15T21:39:00Z,7,9,653
2026-01-15T21:40:00Z,7,10,650
2026-01-15T21:41:00Z,4,14,640
2026-01-15T21:42:00Z,7,10,637
2026-01-15T21:43:00Z,3,11,629
2026-01-15T21:44:00Z,5,11,623
2026-01-15T21:45:00Z,8,7,624
2026-01-15T21:46:00Z,11,9,626
2026-01-15T21:47:00Z,9,8,627
2026-01-15T21:48:00Z,6,12,621
2026-01-15T21:49:00Z,4,18,607
2026-01-15T21:50:00Z,8,17,598
2026-01-15T21:51:00Z,4,7,595
2026-01-15T21:52:00Z,9,10,594
2026-01-15T21:53:00Z,6,10,590
2026-01-15T21:54:00Z,6,8,588
2026-01-15T21:55:00Z,8,9,587
2026-01-15T21:56:00Z,16,15,588
2026-01-15T21:57:00Z,5,13,580
2026-01-15T21:58:00Z,8,14,574
2026-01-15T21:59:00Z,4,11,567
2026-01-15T22:00:00Z,0,6,561
2026-01-15T22:01:00Z,0,12,549
2026-01-15T22:02:00Z,0,12,537
2026-01-15T22:03:00Z,0,7,530
2026-01-15T22:04:00Z,0,11,519
2026-01-15T22:05:00Z,0,15,504
2026-01-15T22:06:00Z,0,7,497
2026-01-15T22:07:00Z,0,10,487
2026-01-15T22:08:00Z,0,13,474
2026-01-15T22:09:00Z,0,9,465
2026-01-15T22:10:00Z,0,13,452
2026-01-15T22:11:00Z,0,10,442
2026-01-15T22:12:00Z,0,12,430
2026-01-15T22:13:00Z,0,10,420
2026-01-15T22:14:00Z,0,6,414
2026-01-15T22:15:00Z,0,11,403
2026-01-15T22:16:00Z,0,11,392
2026-01-15T22:17:00Z,0,11,381
2026-01-15T22:18:00Z,0,10,371
2026-01-15T22:19:00Z,0,11,360
2026-01-15T22:20:00Z,0,8,352
2026-01-15T22:21:00Z,0,12,340
2026-01-15T22:22:00Z,0,6,334
2026-01-15T22:23:00Z,0,14,320
2026-01-15T22:24:00Z,0,18,302
2026-01-15T22:25:00Z,0,10,292
2026-01-15T22:26:00Z,0,7,285
2026-01-15T22:27:00Z,0,9,276
2026-01-15T22:28:00Z,0,7,269
2026-01-15T22:29:00Z,0,9,260
2026-01-15T22:30:00Z,0,7,253
2026-01-15T22:31:00Z,0,12,241
2026-01-15T22:32:00Z,0,7,234
2026-01-15T22:33:00Z,0,14,220
2026-01-15T22:34:00Z,0,8,212
2026-01-15T22:35:00Z,0,9,203
2026-01-15T22:36:00Z,0,13,190
2026-01-15T22:37:00Z,0,11,179
2026-01-15T22:38:00Z,0,13,166
2026-01-15T22:39:00Z,0,8,158
2026-01-15T22:40:00Z,0,7,151
2026-01-15T22:41:00Z,0,12,139
2026-01-15T22:42:00Z,0,12,127
2026-01-15T22:43:00Z,0,12,115
2026-01-15T22:44:00Z,0,11,104
2026-01-15T22:45:00Z,0,14,90
2026-01-15T22:46:00Z,0,13,77
2026-01-15T22:47:00Z,0,8,69
2026-01-15T22:48:00Z,0,9,60
2026-01-15T22:49:00Z,0,12,48
2026-01-15T22:50:00Z,0,8,40
2026-01-15T22:51:00Z,0,11,29
2026-01-15T22:52:00Z,0,7,22
2026-01-15T22:53:00Z,0,4,18
2026-01-15T22:54:00Z,0,6,12
2026-01-15T22:55:00Z,0,4,8
2026-01-15T22:56:00Z,0,8,0
