pax_id,in_ts_utc,out_ts_utc,wait_seconds
2464,2026-01-20T17:26:59.833221Z,2026-01-20T17:53:42.856136Z,1603.023
2465,2026-01-20T17:27:09.716589Z,2026-01-20T17:53:47.550612Z,1597.834
2466,2026-01-20T17:27:12.528199Z,2026-01-20T17:53:52.912337Z,1600.384
2467,2026-01-20T17:27:16.538108Z,2026-01-20T17:53:54.100018Z,1597.562
2468,2026-01-20T17:27:17.292940Z,2026-01-20T17:54:13.767317Z,1616.474
2469,2026-01-20T17:27:17.913467Z,2026-01-20T17:54:20.360396Z,1622.447
2470,2026-01-20T17:27:19.911310Z,2026-01-20T17:54:27.182391Z,1627.271
2471,2026-01-20T17:27:21.061044Z,2026-01-20T17:54:33.016871Z,1631.956
2472,2026-01-20T17:27:24.974361Z,2026-01-20T17:54:35.539887Z,1630.566
2473,2026-01-20T17:27:26.084605Z,2026-01-20T17:54:48.670111Z,1642.586
2474,2026-01-20T17:27:26.086700Z,2026-01-20T17:54:48.741176Z,1642.654
2475,2026-01-20T17:27:30.868769Z,2026-01-20T17:54:55.374612Z,1644.506
2476,2026-01-20T17:27:30.902574Z,2026-01-20T17:54:57.117656Z,1646.215
2477,2026-01-20T17:27:31.374997Z,2026-01-20T17:55:06.424188Z,1655.049
2478,2026-01-20T17:27:49.592014Z,2026-01-20T17:55:10.299171Z,1640.707
2479,2026-01-20T17:27:50.173690Z,2026-01-20T17:55:22.564584Z,1652.391
2480,2026-01-20T17:27:55.853783Z,2026-01-20T17:55:23.606031Z,1647.752
2481,2026-01-20T17:28:09.655752Z,2026-01-20T17:55:23.976195Z,1634.32
2482,2026-01-20T17:28:10.514313Z,2026-01-20T17:55:42.664235Z,1652.15
2483,2026-01-20T17:28:10.625381Z,2026-01-20T17:55:44.594132Z,1653.969
2484,2026-01-20T17:28:15.188333Z,2026-01-20T17:55:47.902044Z,1652.714
2485,2026-01-20T17:28:16.048100Z,2026-01-20T17:55:55.168519Z,1659.12
2486,2026-01-20T17:28:17.879595Z,2026-01-20T17:55:59.799492Z,1661.92
2487,2026-01-20T17:28:21.949235Z,2026-01-20T17:56:00.616574Z,1658.667
2488,2026-01-20T17:28:31.406223Z,2026-01-20T17:56:13.903697Z,1662.497
2489,2026-01-20T17:28:40.829365Z,2026-01-20T17:56:15.752584Z,1654.923
2490,2026-01-20T17:28:44.267517Z,2026-01-20T17:56:19.480409Z,1655.213
2491,2026-01-20T17:28:46.481659Z,2026-01-20T17:56:21.065402Z,1654.584
2492,2026-01-20T17:28:47.089580Z,2026-01-20T17:56:21.417130Z,1654.328
2493,2026-01-20T17:28:49.315576Z,2026-01-20T17:56:27.122352Z,1657.807
2494,2026-01-20T17:28:51.337169Z,2026-01-20T17:56:39.292588Z,1667.955
2495,2026-01-20T17:28:51.381936Z,2026-01-20T17:56:42.746191Z,1671.364
2496,2026-01-20T17:29:04.657467Z,2026-01-20T17:56:55.910407Z,1671.253
2497,2026-01-20T17:29:06.124332Z,2026-01-20T17:57:03.923828Z,1677.799
2498,2026-01-20T17:29:09.465773Z,2026-01-20T17:57:07.119081Z,1677.653
2499,2026-01-20T17:29:14.149698Z,2026-01-20T17:57:08.902709Z,1674.753
2500,2026-01-20T17:29:17.930834Z,2026-01-20T17:57:10.165617Z,1672.235
2501,2026-01-20T17:29:25.938343Z,2026-01-20T17:57:29.090971Z,1683.153
2502,2026-01-20T17:29:26.600168Z,2026-01-20T17:57:34.406039Z,1687.806
2503,2026-01-20T17:29:27.443723Z,2026-01-20T17:57:44.021626Z,1696.578
2504,2026-01-20T17:29:30.517849Z,2026-01-20T17:57:49.801275Z,1699.283
2505,2026-01-20T17:29:39.675766Z,2026-01-20T17:57:51.752155Z,1692.076
2506,2026-01-20T17:29:45.251016Z,2026-01-20T17:58:10.313221Z,1705.062
2507,2026-01-20T17:29:54.614663Z,2026-01-20T17:58:19.970282Z,1705.356
2508,2026-01-20T17:30:00.416189Z,2026-01-20T17:58:32.257428Z,1711.841
2509,2026-01-20T17:30:02.253819Z,2026-01-20T17:58:36.774396Z,1714.521
2510,2026-01-20T17:30:06.914038Z,2026-01-20T17:58:41.393794Z,1714.48
2511,2026-01-20T17:30:16.299615Z,2026-01-20T17:58:46.137362Z,1709.838
2512,2026-01-20T17:30:21.388567Z,2026-01-20T17:58:48.452349Z,1707.064
2513,2026-01-20T17:30:23.925346Z,2026-01-20T17:58:48.518661Z,1704.593
2514,2026-01-20T17:30:27.048617Z,2026-01-20T17:59:09.176042Z,1722.127
2515,2026-01-20T17:30:32.758715Z,2026-01-20T17:59:15.870086Z,1723.111
2516,2026-01-20T17:30:33.965563Z,2026-01-20T17:59:33.809856Z,1739.844
2517,2026-01-20T17:30:39.560545Z,2026-01-20T17:59:44.490047Z,1744.93
2518,2026-01-20T17:30:52.629348Z,2026-01-20T17:59:46.305233Z,1733.676
2519,2026-01-20T17:30:55.356335Z,2026-01-20T17:59:50.594690Z,1735.238
2520,2026-01-20T17:31:02.556751Z,2026-01-20T17:59:55.319959Z,1732.763
2521,2026-01-20T17:31:06.980668Z,2026-01-20T17:59:56.609692Z,1729.629
2522,2026-01-20T17:31:08.163327Z,2026-01-20T17:59:59.857668Z,1731.694
2523,2026-01-20T17:31:15.075195Z,2026-01-20T18:00:00.758630Z,1725.683
2524,2026-01-20T17:31:24.138869Z,2026-01-20T18:00:05.809997Z,1721.671
2525,2026-01-20T17:31:38.283436Z,2026-01-20T18:00:11.995256Z,1713.712
2526,2026-01-20T17:31:38.831174Z,2026-01-20T18:00:12.704965Z,1713.874
2527,2026-01-20T17:31:40.458364Z,2026-01-20T18:00:18.504237Z,1718.046
2528,2026-01-20T17:31:41.756302Z,2026-01-20T18:00:30.250983Z,1728.495
2529,2026-01-20T17:31:56.393114Z,2026-01-20T18:00:36.306563Z,1719.913
2530,2026-01-20T17:32:02.689272Z,2026-01-20T18:00:38.919181Z,1716.23
2531,2026-01-20T17:32:08.895927Z,2026-01-20T18:00:55.551001Z,1726.655
2532,2026-01-20T17:32:14.087631Z,2026-01-20T18:00:56.218331Z,1722.131
2533,2026-01-20T17:32:15.849640Z,2026-01-20T18:01:27.598722Z,1751.749
2534,2026-01-20T17:32:20.366739Z,2026-01-20T18:01:27.613479Z,1747.247
2535,2026-01-20T17:32:24.118837Z,2026-01-20T18:01:38.096234Z,1753.977
2536,2026-01-20T17:32:33.092170Z,2026-01-20T18:01:38.462419Z,1745.37
2537,2026-01-20T17:32:36.099498Z,2026-01-20T18:01:39.097150Z,1742.998
2538,2026-01-20T17:32:38.804806Z,2026-01-20T18:01:42.885086Z,1744.08
2539,2026-01-20T17:32:46.332215Z,2026-01-20T18:01:44.061330Z,1737.729
2540,2026-01-20T17:33:15.798490Z,2026-01-20T18:01:45.799192Z,1710.001
2541,2026-01-20T17:33:23.025474Z,2026-01-20T18:01:56.414974Z,1713.389
2542,2026-01-20T17:33:28.538250Z,2026-01-20T18:02:03.697585Z,1715.159
2543,2026-01-20T17:33:30.420319Z,2026-01-20T18:02:09.529038Z,1719.109
2544,2026-01-20T17:33:35.384684Z,2026-01-20T18:02:23.679061Z,1728.294
2545,2026-01-20T17:33:48.824262Z,2026-01-20T18:02:30.772128Z,1721.948
2546,2026-01-20T17:33:55.825618Z,2026-01-20T18:02:32.308985Z,1716.483
2547,2026-01-20T17:33:58.055143Z,2026-01-20T18:02:41.474692Z,1723.42
2548,2026-01-20T17:34:09.918512Z,2026-01-20T18:02:41.563490Z,1711.645
2549,2026-01-20T17:34:21.560264Z,2026-01-20T18:02:48.233943Z,1706.674
2550,2026-01-20T17:34:23.737349Z,2026-01-20T18:02:53.584925Z,1709.848
2551,2026-01-20T17:34:27.262040Z,2026-01-20T18:02:57.996908Z,1710.735
2552,2026-01-20T17:34:32.889170Z,2026-01-20T18:03:13.937256Z,1721.048
2553,2026-01-20T17:34:49.522999Z,2026-01-20T18:03:19.461465Z,1709.938
2554,2026-01-20T17:34:53.766615Z,2026-01-20T18:03:19.825955Z,1706.059
2555,2026-01-20T17:35:05.451922Z,2026-01-20T18:03:20.147387Z,1694.695
2556,2026-01-20T17:35:06.201384Z,2026-01-20T18:03:30.716851Z,1704.515
2557,2026-01-20T17:35:16.910145Z,2026-01-20T18:03:30.954965Z,1694.045
2558,2026-01-20T17:35:16.918323Z,2026-01-20T18:03:32.660221Z,1695.742
2559,2026-01-20T17:35:18.127408Z,2026-01-20T18:03:36.922409Z,1698.795
2560,2026-01-20T17:35:19.531898Z,2026-01-20T18:03:43.007927Z,1703.476
2561,2026-01-20T17:35:45.973914Z,2026-01-20T18:03:49.426841Z,1683.453
2562,2026-01-20T17:36:07.673759Z,2026-01-20T18:04:00.187514Z,1672.514
2563,2026-01-20T17:36:08.438851Z,2026-01-20T18:04:02.214604Z,1673.776
2564,2026-01-20T17:36:33.917293Z,2026-01-20T18:04:04.959620Z,1651.042
2565,2026-01-20T17:36:34.088013Z,2026-01-20T18:04:05.003181Z,1650.915
2566,2026-01-20T17:36:53.793722Z,2026-01-20T18:04:28.086965Z,1654.293
2567,2026-01-20T17:37:06.050191Z,2026-01-20T18:04:34.488865Z,1648.439
2568,2026-01-20T17:37:46.234137Z,2026-01-20T18:04:40.645442Z,1614.411
2569,2026-01-20T17:37:51.184102Z,2026-01-20T18:04:54.660897Z,1623.477
2570,2026-01-20T17:38:31.964612Z,2026-01-20T18:05:10.247655Z,1598.283
2571,2026-01-20T17:38:41.116856Z,2026-01-20T18:05:12.043168Z,1590.926
2572,2026-01-20T17:38:42.152708Z,2026-01-20T18:05:12.142574Z,1589.99
2573,2026-01-20T17:39:29.069971Z,2026-01-20T18:05:37.447525Z,1568.378
2574,2026-01-20T17:39:30.907016Z,2026-01-20T18:05:39.988674Z,1569.082
2575,2026-01-20T17:40:45.115143Z,2026-01-20T18:05:43.909670Z,1498.795
2576,2026-01-20T17:40:46.795899Z,2026-01-20T18:05:44.422100Z,1497.626
2577,2026-01-20T17:41:21.823687Z,2026-01-20T18:05:49.183476Z,1467.36
2578,2026-01-20T17:41:59.501953Z,2026-01-20T18:05:59.554320Z,1440.052
2579,2026-01-20T17:42:10.172421Z,2026-01-20T18:05:59.667350Z,1429.495
2580,2026-01-20T17:43:50.705224Z,2026-01-20T18:06:39.830058Z,1369.125
2581,2026-01-20T17:44:55.178189Z,2026-01-20T18:06:54.750182Z,1319.572
2582,2026-01-21T06:19:47.202619Z,2026-01-21T06:19:45.083389Z,-2.119
2583,2026-01-21T06:20:15.411743Z,2026-01-21T06:20:39.390827Z,23.979
2584,2026-01-21T06:21:25.063746Z,2026-01-21T06:21:55.860691Z,30.797
2585,2026-01-21T06:22:39.900808Z,2026-01-21T06:22:12.672459Z,-27.228
2586,2026-01-21T06:22:46.809814Z,2026-01-21T06:22:40.566497Z,-6.243
2587,2026-01-21T06:23:09.198023Z,2026-01-21T06:23:12.861817Z,3.664
2588,2026-01-21T06:23:19.812632Z,2026-01-21T06:23:47.420394Z,27.608
2589,2026-01-21T06:23:27.773827Z,2026-01-21T06:23:52.361580Z,24.588
2590,2026-01-21T06:24:06.801901Z,2026-01-21T06:24:04.520180Z,-2.282
2591,2026-01-21T06:24:36.106799Z,2026-01-21T06:24:05.951208Z,-30.156
2592,2026-01-21T06:24:41.096170Z,2026-01-21T06:24:17.125098Z,-23.971
2593,2026-01-21T06:24:53.062581Z,2026-01-21T06:24:27.549017Z,-25.514
2594,2026-01-21T06:25:26.181167Z,2026-01-21T06:25:10.660708Z,-15.52
2595,2026-01-21T06:25:31.775093Z,2026-01-21T06:25:11.675740Z,-20.099
2596,2026-01-21T06:25:52.589752Z,2026-01-21T06:25:21.267187Z,-31.323
2597,2026-01-21T06:25:55.160104Z,2026-01-21T06:25:35.857260Z,-19.303
2598,2026-01-21T06:25:55.279071Z,2026-01-21T06:25:55.378831Z,0.1
2599,2026-01-21T06:26:05.819765Z,2026-01-21T06:26:01.745361Z,-4.074
2600,2026-01-21T06:26:20.478049Z,2026-01-21T06:26:05.653717Z,-14.824
2601,2026-01-21T06:26:20.869950Z,2026-01-21T06:26:25.111621Z,4.242
2602,2026-01-21T06:26:41.168678Z,2026-01-21T06:26:38.215401Z,-2.953
2603,2026-01-21T06:26:48.899620Z,2026-01-21T06:26:47.814407Z,-1.085
2604,2026-01-21T06:26:55.077991Z,2026-01-21T06:26:57.768059Z,2.69
2605,2026-01-21T06:27:07.916327Z,2026-01-21T06:27:01.013973Z,-6.902
2606,2026-01-21T06:27:29.295934Z,2026-01-21T06:27:04.992739Z,-24.303
2607,2026-01-21T06:27:30.717311Z,2026-01-21T06:27:07.786948Z,-22.93
2608,2026-01-21T06:27:34.077388Z,2026-01-21T06:27:09.105484Z,-24.972
2609,2026-01-21T06:27:40.618421Z,2026-01-21T06:27:21.393632Z,-19.225
2610,2026-01-21T06:27:42.840375Z,2026-01-21T06:27:21.619790Z,-21.221
2611,2026-01-21T06:27:52.008668Z,2026-01-21T06:27:47.542022Z,-4.467
2612,2026-01-21T06:28:05.303567Z,2026-01-21T06:28:13.232429Z,7.929
2613,2026-01-21T06:28:06.757290Z,2026-01-21T06:28:15.343520Z,8.586
2614,2026-01-21T06:28:08.541464Z,2026-01-21T06:28:21.536303Z,12.995
2615,2026-01-21T06:28:22.128238Z,2026-01-21T06:28:22.141704Z,0.013
2616,2026-01-21T06:28:32.400957Z,2026-01-21T06:28:31.281027Z,-1.12
2617,2026-01-21T06:28:36.018472Z,2026-01-21T06:28:36.145857Z,0.127
2618,2026-01-21T06:28:36.650052Z,2026-01-21T06:28:39.128234Z,2.478
2619,2026-01-21T06:28:40.299328Z,2026-01-21T06:28:44.628679Z,4.329
2620,2026-01-21T06:28:51.802999Z,2026-01-21T06:28:57.595006Z,5.792
2621,2026-01-21T06:29:14.826875Z,2026-01-21T06:29:05.407844Z,-9.419
2622,2026-01-21T06:29:23.969086Z,2026-01-21T06:29:06.231708Z,-17.737
2623,2026-01-21T06:29:24.261065Z,2026-01-21T06:29:14.247605Z,-10.013
2624,2026-01-21T06:29:25.731677Z,2026-01-21T06:29:18.723654Z,-7.008
2625,2026-01-21T06:29:40.332284Z,2026-01-21T06:29:25.364799Z,-14.967
2626,2026-01-21T06:29:42.178659Z,2026-01-21T06:29:39.129049Z,-3.05
2627,2026-01-21T06:29:47.416690Z,2026-01-21T06:29:57.703779Z,10.287
2628,2026-01-21T06:29:47.562998Z,2026-01-21T06:29:59.074533Z,11.512
2629,2026-01-21T06:29:52.447654Z,2026-01-21T06:30:08.884809Z,16.437
2630,2026-01-21T06:29:52.696706Z,2026-01-21T06:30:25.295642Z,32.599
2631,2026-01-21T06:29:54.640049Z,2026-01-21T06:30:27.670727Z,33.031
2632,2026-01-21T06:30:10.097854Z,2026-01-21T06:30:27.859583Z,17.762
2633,2026-01-21T06:30:19.326704Z,2026-01-21T06:30:29.405716Z,10.079
2634,2026-01-21T06:30:25.208278Z,2026-01-21T06:30:34.284319Z,9.076
2635,2026-01-21T06:30:25.244922Z,2026-01-21T06:30:38.361944Z,13.117
2636,2026-01-21T06:30:26.564731Z,2026-01-21T06:30:41.138042Z,14.573
2637,2026-01-21T06:30:28.946340Z,2026-01-21T06:30:48.560897Z,19.615
2638,2026-01-21T06:30:31.966115Z,2026-01-21T06:30:49.756321Z,17.79
2639,2026-01-21T06:30:32.942470Z,2026-01-21T06:31:02.739860Z,29.797
2640,2026-01-21T06:30:35.958519Z,2026-01-21T06:31:04.475420Z,28.517
2641,2026-01-21T06:30:57.475316Z,2026-01-21T06:31:07.121942Z,9.647
2642,2026-01-21T06:30:58.074124Z,2026-01-21T06:31:13.050371Z,14.976
2643,2026-01-21T06:30:59.823981Z,2026-01-21T06:31:14.549854Z,14.726
2644,2026-01-21T06:31:06.924701Z,2026-01-21T06:31:15.953345Z,9.029
2645,2026-01-21T06:31:15.287611Z,2026-01-21T06:31:19.281345Z,3.994
2646,2026-01-21T06:31:16.100874Z,2026-01-21T06:31:33.003413Z,16.903
2647,2026-01-21T06:31:19.098229Z,2026-01-21T06:31:42.523563Z,23.425
2648,2026-01-21T06:31:22.918419Z,2026-01-21T06:31:49.511025Z,26.593
2649,2026-01-21T06:31:28.838631Z,2026-01-21T06:32:06.776609Z,37.938
2650,2026-01-21T06:31:31.472478Z,2026-01-21T06:32:07.671301Z,36.199
2651,2026-01-21T06:31:45.847576Z,2026-01-21T06:32:09.924610Z,24.077
2652,2026-01-21T06:31:48.653494Z,2026-01-21T06:32:13.723070Z,25.07
2653,2026-01-21T06:31:50.435105Z,2026-01-21T06:32:15.721070Z,25.286
2654,2026-01-21T06:31:54.456376Z,2026-01-21T06:32:17.443036Z,22.987
2655,2026-01-21T06:31:55.517165Z,2026-01-21T06:32:51.158643Z,55.641
2656,2026-01-21T06:31:58.448875Z,2026-01-21T06:32:53.230138Z,54.781
2657,2026-01-21T06:32:02.973315Z,2026-01-21T06:32:59.789271Z,56.816
2658,2026-01-21T06:32:03.123036Z,2026-01-21T06:33:06.696318Z,63.573
2659,2026-01-21T06:32:09.754022Z,2026-01-21T06:33:12.356215Z,62.602
2660,2026-01-21T06:32:13.156685Z,2026-01-21T06:33:18.231396Z,65.075
2661,2026-01-21T06:32:13.695257Z,2026-01-21T06:33:21.143971Z,67.449
2662,2026-01-21T06:32:15.672534Z,2026-01-21T06:33:39.444757Z,83.772
2663,2026-01-21T06:32:22.694378Z,2026-01-21T06:33:40.199956Z,77.506
2664,2026-01-21T06:32:29.512150Z,2026-01-21T06:33:42.694703Z,73.183
2665,2026-01-21T06:32:31.795022Z,2026-01-21T06:33:44.188967Z,72.394
2666,2026-01-21T06:32:32.330962Z,2026-01-21T06:33:46.542898Z,74.212
2667,2026-01-21T06:32:45.847751Z,2026-01-21T06:34:11.450755Z,85.603
2668,2026-01-21T06:32:46.812058Z,2026-01-21T06:34:23.723837Z,96.912
2669,2026-01-21T06:32:48.141363Z,2026-01-21T06:34:24.800320Z,96.659
2670,2026-01-21T06:32:48.495189Z,2026-01-21T06:34:25.386388Z,96.891
2671,2026-01-21T06:32:54.597249Z,2026-01-21T06:34:31.136515Z,96.539
2672,2026-01-21T06:33:00.309789Z,2026-01-21T06:34:34.676891Z,94.367
2673,2026-01-21T06:33:02.904566Z,2026-01-21T06:34:40.337962Z,97.433
2674,2026-01-21T06:33:02.928110Z,2026-01-21T06:34:43.462558Z,100.534
2675,2026-01-21T06:33:08.332738Z,2026-01-21T06:34:44.832361Z,96.5
2676,2026-01-21T06:33:09.667444Z,2026-01-21T06:34:57.332296Z,107.665
2677,2026-01-21T06:33:20.668517Z,2026-01-21T06:35:03.598843Z,102.93
2678,2026-01-21T06:33:27.710278Z,2026-01-21T06:35:05.633347Z,97.923
2679,2026-01-21T06:33:28.493128Z,2026-01-21T06:35:13.944980Z,105.452
2680,2026-01-21T06:33:34.301741Z,2026-01-21T06:35:18.014547Z,103.713
2681,2026-01-21T06:33:36.125759Z,2026-01-21T06:35:18.986908Z,102.861
2682,2026-01-21T06:33:38.970564Z,2026-01-21T06:35:25.161316Z,106.191
2683,2026-01-21T06:33:40.428877Z,2026-01-21T06:35:29.376436Z,108.948
2684,2026-01-21T06:33:41.401748Z,2026-01-21T06:35:30.750197Z,109.348
2685,2026-01-21T06:33:42.230133Z,2026-01-21T06:35:35.868089Z,113.638
2686,2026-01-21T06:33:46.830949Z,2026-01-21T06:35:45.204858Z,118.374
2687,2026-01-21T06:33:49.621360Z,2026-01-21T06:35:54.270176Z,124.649
2688,2026-01-21T06:34:06.427215Z,2026-01-21T06:36:11.674794Z,125.248
2689,2026-01-21T06:34:10.088041Z,2026-01-21T06:36:14.616680Z,124.529
2690,2026-01-21T06:34:10.677311Z,2026-01-21T06:36:21.372002Z,130.695
2691,2026-01-21T06:34:12.063335Z,2026-01-21T06:36:22.283441Z,130.22
2692,2026-01-21T06:34:14.618814Z,2026-01-21T06:36:30.617919Z,135.999
2693,2026-01-21T06:34:14.819657Z,2026-01-21T06:36:45.986535Z,151.167
2694,2026-01-21T06:34:21.962498Z,2026-01-21T06:36:47.411187Z,145.449
2695,2026-01-21T06:34:25.774155Z,2026-01-21T06:36:56.755564Z,150.981
2696,2026-01-21T06:34:28.512798Z,2026-01-21T06:37:10.436606Z,161.924
2697,2026-01-21T06:34:29.658098Z,2026-01-21T06:37:14.857956Z,165.2
2698,2026-01-21T06:34:36.785131Z,2026-01-21T06:37:24.118892Z,167.334
2699,2026-01-21T06:34:37.103263Z,2026-01-21T06:37:40.074954Z,182.972
2700,2026-01-21T06:34:40.089622Z,2026-01-21T06:37:48.700638Z,188.611
2701,2026-01-21T06:34:48.961057Z,2026-01-21T06:37:50.652278Z,181.691
2702,2026-01-21T06:34:49.230985Z,2026-01-21T06:37:55.106048Z,185.875
2703,2026-01-21T06:34:52.182486Z,2026-01-21T06:37:55.504112Z,183.322
2704,2026-01-21T06:34:52.275167Z,2026-01-21T06:38:01.322848Z,189.048
2705,2026-01-21T06:35:02.252696Z,2026-01-21T06:38:04.065713Z,181.813
2706,2026-01-21T06:35:05.128793Z,2026-01-21T06:38:10.957613Z,185.829
2707,2026-01-21T06:35:14.570380Z,2026-01-21T06:38:14.408146Z,179.838
2708,2026-01-21T06:35:19.861655Z,2026-01-21T06:38:21.671234Z,181.81
2709,2026-01-21T06:35:22.610283Z,2026-01-21T06:38:37.223124Z,194.613
2710,2026-01-21T06:35:27.973453Z,2026-01-21T06:38:46.943002Z,198.97
2711,2026-01-21T06:35:28.125272Z,2026-01-21T06:38:55.144592Z,207.019
2712,2026-01-21T06:35:30.581408Z,2026-01-21T06:38:56.287337Z,205.706
2713,2026-01-21T06:35:33.443578Z,2026-01-21T06:38:56.966042Z,203.522
2714,2026-01-21T06:35:34.299868Z,2026-01-21T06:39:02.258476Z,207.959
2715,2026-01-21T06:35:36.964069Z,2026-01-21T06:39:14.599725Z,217.636
2716,2026-01-21T06:35:37.938353Z,2026-01-21T06:39:19.259321Z,221.321
2717,2026-01-21T06:35:42.062950Z,2026-01-21T06:39:27.845922Z,225.783
2718,2026-01-21T06:35:42.072105Z,2026-01-21T06:39:32.831852Z,230.76
2719,2026-01-21T06:35:44.753927Z,2026-01-21T06:39:33.513060Z,228.759
2720,2026-01-21T06:35:48.779827Z,2026-01-21T06:39:35.964668Z,227.185
2721,2026-01-21T06:35:50.364818Z,2026-01-21T06:39:43.134570Z,232.77
2722,2026-01-21T06:35:52.741637Z,2026-01-21T06:39:43.373090Z,230.631
2723,2026-01-21T06:36:05.665131Z,2026-01-21T06:40:19.703500Z,254.038
2724,2026-01-21T06:36:10.697145Z,2026-01-21T06:40:22.309682Z,251.613
2725,2026-01-21T06:36:15.316862Z,2026-01-21T06:40:26.457860Z,251.141
2726,2026-01-21T06:36:16.333018Z,2026-01-21T06:40:32.028867Z,255.696
2727,2026-01-21T06:36:23.273611Z,2026-01-21T06:40:34.598207Z,251.325
2728,2026-01-21T06:36:24.477458Z,2026-01-21T06:40:41.076534Z,256.599
2729,2026-01-21T06:36:24.541957Z,2026-01-21T06:40:44.321783Z,259.78
2730,2026-01-21T06:36:26.930696Z,2026-01-21T06:40:49.339776Z,262.409
2731,2026-01-21T06:36:30.899458Z,2026-01-21T06:40:56.753856Z,265.854
2732,2026-01-21T06:36:35.344979Z,2026-01-21T06:41:06.233361Z,270.888
2733,2026-01-21T06:36:35.742993Z,2026-01-21T06:41:08.677129Z,272.934
2734,2026-01-21T06:36:36.746111Z,2026-01-21T06:41:19.480542Z,282.734
2735,2026-01-21T06:36:44.173290Z,2026-01-21T06:41:30.518660Z,286.345
2736,2026-01-21T06:36:47.358831Z,2026-01-21T06:41:30.813792Z,283.455
2737,2026-01-21T06:36:50.251031Z,2026-01-21T06:41:38.658162Z,288.407
2738,2026-01-21T06:36:50.899959Z,2026-01-21T06:41:45.326534Z,294.427
2739,2026-01-21T06:36:51.259919Z,2026-01-21T06:41:49.659751Z,298.4
2740,2026-01-21T06:36:55.819148Z,2026-01-21T06:41:51.174414Z,295.355
2741,2026-01-21T06:36:57.175373Z,2026-01-21T06:41:55.805182Z,298.63
2742,2026-01-21T06:37:03.533274Z,2026-01-21T06:41:57.342114Z,293.809
2743,2026-01-21T06:37:11.703666Z,2026-01-21T06:42:00.677770Z,288.974
2744,2026-01-21T06:37:13.533434Z,2026-01-21T06:42:01.583256Z,288.05
2745,2026-01-21T06:37:17.756588Z,2026-01-21T06:42:17.607725Z,299.851
2746,2026-01-21T06:37:21.979669Z,2026-01-21T06:42:19.781669Z,297.802
2747,2026-01-21T06:37:24.715723Z,2026-01-21T06:42:20.173540Z,295.458
2748,2026-01-21T06:37:25.293531Z,2026-01-21T06:42:20.746902Z,295.453
2749,2026-01-21T06:37:28.362235Z,2026-01-21T06:42:24.444478Z,296.082
2750,2026-01-21T06:37:29.490530Z,2026-01-21T06:42:41.662848Z,312.172
2751,2026-01-21T06:37:30.681195Z,2026-01-21T06:42:44.180495Z,313.499
2752,2026-01-21T06:37:31.486256Z,2026-01-21T06:42:59.176836Z,327.691
2753,2026-01-21T06:37:33.775570Z,2026-01-21T06:43:01.140409Z,327.365
2754,2026-01-21T06:37:35.917773Z,2026-01-21T06:43:28.576056Z,352.658
2755,2026-01-21T06:37:37.679391Z,2026-01-21T06:43:36.419252Z,358.74
2756,2026-01-21T06:37:37.996797Z,2026-01-21T06:43:38.449732Z,360.453
2757,2026-01-21T06:37:47.708163Z,2026-01-21T06:43:45.593046Z,357.885
2758,2026-01-21T06:37:49.536141Z,2026-01-21T06:43:50.399855Z,360.864
2759,2026-01-21T06:37:52.539291Z,2026-01-21T06:43:50.928308Z,358.389
2760,2026-01-21T06:37:56.759462Z,2026-01-21T06:43:51.845481Z,355.086
2761,2026-01-21T06:38:02.920022Z,2026-01-21T06:43:53.555098Z,350.635
2762,2026-01-21T06:38:08.419284Z,2026-01-21T06:43:58.024245Z,349.605
2763,2026-01-21T06:38:11.654113Z,2026-01-21T06:44:00.473842Z,348.82
2764,2026-01-21T06:38:12.254353Z,2026-01-21T06:44:04.705445Z,352.451
2765,2026-01-21T06:38:19.477549Z,2026-01-21T06:44:11.751762Z,352.274
2766,2026-01-21T06:38:23.117795Z,2026-01-21T06:44:13.989034Z,350.871
2767,2026-01-21T06:38:26.209006Z,2026-01-21T06:44:24.495221Z,358.286
2768,2026-01-21T06:38:29.103828Z,2026-01-21T06:44:42.458439Z,373.355
2769,2026-01-21T06:38:29.805391Z,2026-01-21T06:44:42.711506Z,372.906
2770,2026-01-21T06:38:34.183470Z,2026-01-21T06:44:43.181865Z,368.998
2771,2026-01-21T06:38:38.883379Z,2026-01-21T06:44:54.597895Z,375.715
2772,2026-01-21T06:38:41.616714Z,2026-01-21T06:44:59.628085Z,378.011
2773,2026-01-21T06:38:52.867112Z,2026-01-21T06:45:00.322285Z,367.455
2774,2026-01-21T06:38:54.004632Z,2026-01-21T06:45:23.038714Z,389.034
2775,2026-01-21T06:38:54.206132Z,2026-01-21T06:45:24.514641Z,390.309
2776,2026-01-21T06:38:54.303353Z,2026-01-21T06:45:28.063340Z,393.76
2777,2026-01-21T06:38:55.582049Z,2026-01-21T06:45:28.562802Z,392.981
2778,2026-01-21T06:38:57.028455Z,2026-01-21T06:45:30.360387Z,393.332
2779,2026-01-21T06:38:58.591399Z,2026-01-21T06:45:44.835927Z,406.245
2780,2026-01-21T06:39:00.223036Z,2026-01-21T06:45:54.086520Z,413.863
2781,2026-01-21T06:39:01.321375Z,2026-01-21T06:45:56.199090Z,414.878
2782,2026-01-21T06:39:04.281806Z,2026-01-21T06:46:00.610340Z,416.329
2783,2026-01-21T06:39:05.561514Z,2026-01-21T06:46:03.334634Z,417.773
2784,2026-01-21T06:39:13.764446Z,2026-01-21T06:46:09.894620Z,416.13
